WLnm, Rdata
1.411270e+03, 8.357611e-01
1.411871e+03, 8.353000e-01
1.412471e+03, 8.348336e-01
1.413071e+03, 8.343619e-01
1.413671e+03, 8.338850e-01
1.414271e+03, 8.334027e-01
1.414872e+03, 8.329152e-01
1.415472e+03, 8.324222e-01
1.416072e+03, 8.319239e-01
1.416672e+03, 8.314202e-01
1.417272e+03, 8.309110e-01
1.417873e+03, 8.303964e-01
1.418473e+03, 8.298763e-01
1.419073e+03, 8.293506e-01
1.419673e+03, 8.288195e-01
1.420273e+03, 8.282827e-01
1.420874e+03, 8.277403e-01
1.421474e+03, 8.271923e-01
1.422074e+03, 8.266386e-01
1.422674e+03, 8.260792e-01
1.423274e+03, 8.255140e-01
1.423875e+03, 8.249430e-01
1.424475e+03, 8.243663e-01
1.425075e+03, 8.237837e-01
1.425675e+03, 8.231952e-01
1.426275e+03, 8.226008e-01
1.426876e+03, 8.220006e-01
1.427476e+03, 8.213943e-01
1.428076e+03, 8.207821e-01
1.428676e+03, 8.201638e-01
1.429276e+03, 8.195395e-01
1.429877e+03, 8.189091e-01
1.430477e+03, 8.182726e-01
1.431077e+03, 8.176299e-01
1.431677e+03, 8.169810e-01
1.432277e+03, 8.163258e-01
1.432878e+03, 8.156644e-01
1.433478e+03, 8.149967e-01
1.434078e+03, 8.143226e-01
1.434678e+03, 8.136421e-01
1.435278e+03, 8.129552e-01
1.435879e+03, 8.122619e-01
1.436479e+03, 8.115620e-01
1.437079e+03, 8.108556e-01
1.437679e+03, 8.101426e-01
1.438279e+03, 8.094230e-01
1.438880e+03, 8.086967e-01
1.439480e+03, 8.079636e-01
1.440080e+03, 8.072239e-01
1.440680e+03, 8.064773e-01
1.441280e+03, 8.057240e-01
1.441881e+03, 8.049637e-01
1.442481e+03, 8.041966e-01
1.443081e+03, 8.034225e-01
1.443681e+03, 8.026414e-01
1.444281e+03, 8.018533e-01
1.444882e+03, 8.010581e-01
1.445482e+03, 8.002557e-01
