measWL,meas202210_Ravg,+,-,meas202210_Tavg,+,-,meas202210_Aavg,+,-
1075,0.569251149,0.018498247,-0.018649594,0.399310559,0.014232715,-0.014421797,0.031438293,0.033071391,-0.031558837
1076,0.572831975,0.018673735,-0.019167589,0.400878542,0.014022213,-0.014399232,0.026289483,0.033566821,-0.031823663
1077,0.574360773,0.018037731,-0.018391886,0.405041465,0.013960118,-0.014190453,0.020597762,0.032582339,-0.031616915
1078,0.571358255,0.018301144,-0.017855552,0.402250553,0.013960118,-0.013560786,0.026391192,0.031416339,-0.032261262
1079,0.570595569,0.017726117,-0.0182195,0.401407995,0.013695761,-0.01362892,0.027996436,0.031848421,-0.031421878
1080,0.573500757,0.018858337,-0.018906256,0.403913908,0.013627263,-0.014358433,0.022585335,0.03326469,-0.031845545
1081,0.573557815,0.018390865,-0.017794498,0.404532238,0.014177641,-0.013688974,0.021909948,0.031483472,-0.032568506
1082,0.571915966,0.019007454,-0.018502241,0.404805448,0.01413759,-0.01363151,0.023278585,0.031186436,-0.033145044
1083,0.569614817,0.018379916,-0.017791285,0.403728769,0.013919621,-0.013696332,0.026656414,0.031487617,-0.032299537
1084,0.571075131,0.018958265,-0.018473676,0.403017523,0.013986281,-0.013176358,0.025907346,0.031263692,-0.032944546
1085,0.57207579,0.019463758,-0.018321007,0.404116619,0.014310123,-0.01364028,0.023807591,0.031811238,-0.033773881
1086,0.571966002,0.018560737,-0.018784511,0.404789468,0.01400011,-0.014070179,0.02324453,0.03285469,-0.032560847
1087,0.571176269,0.018401673,-0.018093429,0.404847152,0.013980936,-0.013956071,0.023976579,0.0320495,-0.03238261
1088,0.570414467,0.018061348,-0.017595981,0.404986787,0.013842848,-0.013864385,0.024598745,0.03138691,-0.031904197
1089,0.570061144,0.018027414,-0.01805516,0.405542665,0.013613968,-0.013732994,0.024396192,0.031788154,-0.031641383
1090,0.570262288,0.018639566,-0.018017334,0.406004254,0.013800657,-0.013657703,0.023733458,0.031298578,-0.032440223
1091,0.569611032,0.01867558,-0.018234598,0.405812066,0.014139531,-0.013493207,0.024576902,0.030940809,-0.032815111
1092,0.569483983,0.018542958,-0.018030469,0.405601672,0.014164824,-0.013578871,0.024914345,0.031609339,-0.032707782
1093,0.56930553,0.017962253,-0.018241441,0.405849281,0.013883952,-0.014039208,0.024845188,0.032280649,-0.031846204
1094,0.567981446,0.017848366,-0.01797826,0.406238288,0.01376542,-0.013892224,0.025780266,0.031870484,-0.031613785
1095,0.567035564,0.017951335,-0.017668798,0.406584182,0.013974683,-0.013890052,0.026380254,0.03155885,-0.031926017
1096,0.566534057,0.018074622,-0.017989763,0.406748586,0.013862808,-0.013814468,0.026717358,0.031804231,-0.03193743
1097,0.566852432,0.018279603,-0.018087245,0.406959112,0.013830956,-0.013918149,0.026188457,0.032005394,-0.032110559
1098,0.566631499,0.018121454,-0.018110324,0.407014474,0.01396322,-0.014162724,0.026354027,0.032273048,-0.032084674
1099,0.565291954,0.017739413,-0.017990629,0.40737619,0.013637536,-0.014088616,0.027331856,0.032079245,-0.030911337
1100,0.564493464,0.017425366,-0.01776998,0.407487162,0.013794242,-0.013994012,0.028019374,0.031763993,-0.031125321
1101,0.56413131,0.017433384,-0.017764801,0.407974145,0.013720817,-0.014059052,0.027894544,0.031823853,-0.031154201
1102,0.563735269,0.017834691,-0.017976166,0.408506183,0.013689405,-0.014142842,0.027758548,0.032119008,-0.031524096
1103,0.564310849,0.017649005,-0.017898958,0.408648157,0.013596141,-0.013933368,0.027040993,0.031832327,-0.031245146
1104,0.563734953,0.017622251,-0.017748506,0.408887129,0.013680757,-0.014030457,0.027377918,0.031778962,-0.031303008
1105,0.563060793,0.017687757,-0.017846839,0.409617976,0.013981932,-0.014116034,0.027321231,0.031962873,-0.03166969
1106,0.562060337,0.017441989,-0.017689607,0.409626867,0.013726121,-0.01404195,0.028312796,0.031731557,-0.031168111
1107,0.561796726,0.017833785,-0.018075088,0.409868058,0.013818005,-0.013948429,0.028335216,0.032023517,-0.03165179
1108,0.561724569,0.017826891,-0.017686946,0.41031316,0.01383774,-0.014062938,0.027962271,0.031749884,-0.031664631
1109,0.56183644,0.017949728,-0.01799959,0.410654026,0.013842948,-0.014057619,0.027509533,0.032057209,-0.031792676
1110,0.561811598,0.017790911,-0.017545947,0.410969834,0.013825651,-0.014117991,0.027218568,0.031663938,-0.031616563
1111,0.561300888,0.017945872,-0.017984885,0.411146464,0.013897232,-0.014159777,0.027552649,0.032144662,-0.031843104
1112,0.5610246,0.017781391,-0.017788879,0.411476419,0.01387475,-0.01409504,0.027498982,0.031883919,-0.031656141
1113,0.560687268,0.017931615,-0.01798997,0.411987847,0.013781742,-0.014038197,0.027324885,0.032028167,-0.031713357
1114,0.560715843,0.017742939,-0.017888988,0.412240933,0.013928618,-0.014082962,0.027043225,0.03197195,-0.031671558
1115,0.560962387,0.01755439,-0.018022657,0.412710412,0.013641473,-0.013977196,0.026327201,0.031999853,-0.031195863
1116,0.561276857,0.017800695,-0.017980223,0.413062143,0.013721397,-0.01403928,0.025661,0.032019503,-0.031522092
1117,0.561042568,0.017986896,-0.018024712,0.413075931,0.013705,-0.014054418,0.0258815,0.03207913,-0.031691895
1118,0.561217451,0.017935974,-0.018098897,0.413637836,0.013726028,-0.014081478,0.025144714,0.032180375,-0.031662002
1119,0.561153764,0.017740469,-0.018138146,0.41410186,0.013846515,-0.014130487,0.024744376,0.032268633,-0.031586984
1120,0.561270223,0.017901314,-0.018104455,0.414175366,0.01379923,-0.014130295,0.024554411,0.03223475,-0.031700544
1121,0.561239395,0.01759646,-0.017964659,0.414232714,0.013889024,-0.014160848,0.024527892,0.032125507,-0.031485483
1122,0.561219552,0.017866621,-0.018183533,0.414541808,0.013683165,-0.01424487,0.02423864,0.032428403,-0.031549787
1123,0.56173522,0.017750486,-0.018206981,0.414710666,0.013726841,-0.014335606,0.023554113,0.032542587,-0.031477327
1124,0.561996111,0.017778817,-0.018093198,0.415061585,0.013631687,-0.014095211,0.022942305,0.032188409,-0.031410504
1125,0.562105035,0.017790804,-0.0180774,0.415506242,0.013478459,-0.014124997,0.022388724,0.032202397,-0.031269262
1126,0.561593825,0.017509753,-0.018058058,0.415598202,0.013520213,-0.014191485,0.022807973,0.032249543,-0.031029966
1127,0.561964299,0.017634333,-0.018273772,0.415889292,0.013366861,-0.013994561,0.022146409,0.032268333,-0.030952745
1128,0.563178876,0.017690226,-0.018215905,0.416600324,0.013725806,-0.013978181,0.0202208,0.032194086,-0.031416032
1129,0.563690865,0.017661309,-0.018027479,0.41719159,0.013558345,-0.013821138,0.019117545,0.031848618,-0.031219654
1130,0.565409072,0.017871237,-0.017896204,0.418043901,0.013357462,-0.013742315,0.016547027,0.031638518,-0.030871695
1131,0.566376456,0.018200685,-0.017611098,0.419018209,0.013162532,-0.013455435,0.014605335,0.030965866,-0.031363217
1132,0.566664309,0.018499331,-0.018321926,0.419492943,0.013436932,-0.013447854,0.013842748,0.030846152,-0.031936262
1133,0.565724043,0.018955055,-0.018827317,0.420047714,0.014014877,-0.013508532,0.014228243,0.031852757,-0.032969933
1134,0.564218709,0.019102075,-0.01867488,0.419702811,0.014714723,-0.013712003,0.016078481,0.032144977,-0.033816799
1135,0.563142353,0.018827217,-0.017995503,0.41961005,0.015131193,-0.014153998,0.017247597,0.031767384,-0.03395841
1136,0.562680456,0.018227398,-0.017864711,0.41977338,0.014695067,-0.014399025,0.017546164,0.032263735,-0.032922465
1137,0.56145076,0.01755805,-0.01784736,0.419156798,0.014164411,-0.014403579,0.019392442,0.032250939,-0.031722462
1138,0.560190168,0.017415365,-0.017951043,0.418894982,0.013996176,-0.014535402,0.02091485,0.032486445,-0.031411541
1139,0.558776002,0.017348269,-0.017602731,0.419002477,0.014197056,-0.01440501,0.022221521,0.032007741,-0.031545325
1140,0.557695819,0.017254088,-0.017381114,0.418992442,0.014363661,-0.014499662,0.023311739,0.031880777,-0.031617749
1141,0.557666582,0.01745155,-0.017456078,0.419274402,0.014147544,-0.01436978,0.023059015,0.031825858,-0.031599093
1142,0.55766642,0.017573544,-0.017438683,0.419309926,0.01391822,-0.014338915,0.023023655,0.031777599,-0.031491764
1143,0.557597103,0.017508897,-0.017679874,0.419637274,0.013923563,-0.014403593,0.022765623,0.032083467,-0.03143246
1144,0.556746962,0.017149316,-0.017372371,0.41946057,0.013643053,-0.014330746,0.023792468,0.031703117,-0.030609959
1145,0.555387645,0.017410387,-0.017431692,0.419410683,0.01385401,-0.014614418,0.025201671,0.03204611,-0.030878812
1146,0.553967363,0.017447942,-0.017405939,0.419402576,0.013794077,-0.01445505,0.026630062,0.031860989,-0.030806846
1147,0.553353202,0.017532643,-0.017449309,0.419659245,0.013660617,-0.014496436,0.026987553,0.031945746,-0.031076177
1148,0.553470525,0.017440053,-0.017603923,0.42008194,0.013808475,-0.014524104,0.026447534,0.032128027,-0.031248528
1149,0.554332931,0.017328702,-0.017633025,0.420359143,0.013605831,-0.014406224,0.025307926,0.032039249,-0.030934533
1150,0.551445864,0.020150048,-0.021250768,0.417297681,0.014992663,-0.014176575,0.031256455,0.034441687,-0.032927939
1151,0.55120277,0.020142614,-0.021333184,0.417309656,0.015264074,-0.014526136,0.031487575,0.034430521,-0.033287455
1152,0.551364607,0.020354988,-0.021365966,0.41773477,0.015093026,-0.014258381,0.030900623,0.034583471,-0.032943398
1153,0.550853682,0.020629079,-0.021788998,0.417914704,0.01530091,-0.014404385,0.031231614,0.035061985,-0.03331201
1154,0.550679123,0.020451229,-0.021493376,0.418483581,0.015041415,-0.014212495,0.030837297,0.034731935,-0.032911543
1155,0.550183271,0.020544335,-0.021689534,0.418789605,0.01528436,-0.014452402,0.031027124,0.034926695,-0.03325572
1156,0.550328184,0.020197788,-0.021479296,0.41931665,0.015062967,-0.014375388,0.030355166,0.034601707,-0.033161709
1157,0.550418872,0.020391921,-0.021819178,0.419596211,0.015031601,-0.014426006,0.029984917,0.034870307,-0.033299669
1158,0.550056584,0.020297804,-0.0215549,0.420114813,0.01519106,-0.014521768,0.029828603,0.034676902,-0.033262423
1159,0.550585817,0.020819619,-0.022101875,0.420361799,0.015003775,-0.014346025,0.029052385,0.035231085,-0.033149027
1160,0.550638469,0.020690376,-0.021739413,0.420810584,0.015082195,-0.014415822,0.028550947,0.034886927,-0.03297329
1161,0.55168707,0.020739521,-0.021989166,0.421156543,0.015069676,-0.014383142,0.027156387,0.035168553,-0.033206338
1162,0.55134124,0.02082071,-0.021797974,0.421741717,0.015115808,-0.014546407,0.026917043,0.034876119,-0.03295853
1163,0.551736066,0.020918319,-0.021732706,0.422017025,0.015047299,-0.0145264,0.026246909,0.034775079,-0.032734219
1164,0.551796791,0.020770179,-0.021755428,0.422301706,0.01506114,-0.014508958,0.025901503,0.034837316,-0.032922037
1165,0.551591316,0.020628005,-0.021526366,0.422486135,0.015135461,-0.014436996,0.025922549,0.034756062,-0.032889517
1166,0.551578239,0.020286406,-0.021534241,0.422690478,0.015041358,-0.014345451,0.025731283,0.034773349,-0.033145009
1167,0.551716948,0.020529275,-0.021275417,0.423062372,0.015070339,-0.014367774,0.025220679,0.034531301,-0.032660189
1168,0.551422201,0.020511667,-0.021267343,0.422965349,0.014984404,-0.014338202,0.025612449,0.03446879,-0.032574995
1169,0.551652871,0.020773104,-0.021420952,0.423156721,0.014984508,-0.01424104,0.025190408,0.034725735,-0.032483264
1170,0.551219995,0.020860421,-0.021582777,0.423829284,0.015030015,-0.014322008,0.02495072,0.0348708,-0.032601106
1171,0.551163506,0.020906752,-0.021351915,0.423754239,0.014956806,-0.01432175,0.025082255,0.03456887,-0.032234833
1172,0.551319043,0.020543402,-0.021140478,0.424121843,0.015109351,-0.014457464,0.024559114,0.034377048,-0.032530591
1173,0.551388281,0.020857235,-0.021337003,0.424268484,0.01497391,-0.014247472,0.024343236,0.034660669,-0.032291946
1174,0.551297639,0.020756162,-0.021183482,0.424410013,0.014816084,-0.014452734,0.024292348,0.034157747,-0.032069625
1175,0.551334384,0.020876362,-0.021297703,0.4251221,0.015051487,-0.014557413,0.023543515,0.034411587,-0.032307149
1176,0.551671683,0.020795616,-0.021173614,0.425165048,0.015002707,-0.014554906,0.023163268,0.034245429,-0.032216842
1177,0.551612498,0.020572304,-0.020923185,0.425428061,0.014847446,-0.014294608,0.022959441,0.034117432,-0.032017309
1178,0.55153895,0.020827808,-0.020814097,0.425774234,0.014798126,-0.014370617,0.022686816,0.033896878,-0.031904837
1179,0.551314153,0.020546905,-0.020601367,0.426039861,0.014861498,-0.014458396,0.022645986,0.033664483,-0.031706639
1180,0.550892286,0.020461571,-0.020394651,0.426250615,0.014696989,-0.014417645,0.022857098,0.033350282,-0.031518131
1181,0.550698203,0.020399828,-0.020393186,0.426527333,0.014951155,-0.014422796,0.022774464,0.033591811,-0.031704978
1182,0.550260003,0.020492265,-0.020504096,0.426473929,0.014737297,-0.01442331,0.023266068,0.033499112,-0.031556623
1183,0.549870953,0.020726475,-0.020420713,0.42654182,0.014667076,-0.014430732,0.023587227,0.033344331,-0.03178715
1184,0.549501382,0.020355398,-0.020210716,0.427013991,0.01482621,-0.014491793,0.023484627,0.033238128,-0.031397023
1185,0.549153764,0.020662921,-0.020324458,0.427037446,0.01457572,-0.014330318,0.02380879,0.033278191,-0.031860878
1186,0.548430144,0.020465887,-0.020309795,0.427456669,0.014710887,-0.014170191,0.024113187,0.033564258,-0.031859808
1187,0.547939735,0.0202088,-0.02025396,0.427676997,0.014639383,-0.014051891,0.024383268,0.033566379,-0.031741967
1188,0.547330083,0.020211865,-0.02037299,0.427331614,0.014574807,-0.014108551,0.025338303,0.03355697,-0.031663504
1189,0.547214824,0.020182116,-0.020060647,0.427831953,0.014618359,-0.014053853,0.024953223,0.033356224,-0.031722784
1190,0.546909329,0.020365994,-0.020271002,0.427957307,0.014721754,-0.014210298,0.025133364,0.033511487,-0.031748295
1191,0.545849026,0.020077821,-0.020069173,0.428137118,0.014671074,-0.014155139,0.026013856,0.033322797,-0.031529815
1192,0.545371195,0.020247819,-0.020230824,0.428176322,0.014951417,-0.014406698,0.026452483,0.033498146,-0.03153492
1193,0.544571522,0.020046312,-0.02015357,0.428329763,0.014890546,-0.014352193,0.027098715,0.033422943,-0.031571017
1194,0.544554386,0.020038705,-0.020214628,0.428485007,0.014973349,-0.014375677,0.026960607,0.033543426,-0.03172578
1195,0.544087006,0.019953681,-0.020010983,0.428563551,0.014913102,-0.0143106,0.027349442,0.033350614,-0.031521161
1196,0.543564343,0.019814832,-0.020078983,0.428924424,0.014900432,-0.01429227,0.027511233,0.033436468,-0.031704835
1197,0.542846421,0.020036999,-0.020362996,0.429006561,0.015008799,-0.014245723,0.028147018,0.03387169,-0.031872411
1198,0.542420255,0.020023848,-0.020169326,0.429298206,0.015091858,-0.014447093,0.028281539,0.03356413,-0.031750978
1199,0.541559076,0.020007582,-0.020315788,0.429304584,0.014984795,-0.014355611,0.029136339,0.03370145,-0.031791465
1200,0.541562052,0.01962986,-0.020131478,0.429722279,0.015127382,-0.014408174,0.028715669,0.033612119,-0.032116147
1201,0.541353012,0.019760806,-0.020551345,0.429839379,0.01534092,-0.014576318,0.028807609,0.034068659,-0.032638695
1202,0.540799556,0.019718472,-0.020478885,0.430171241,0.015017368,-0.014441103,0.029029203,0.033837244,-0.032264957
1203,0.540433689,0.019665233,-0.02054609,0.43018904,0.015257342,-0.014574225,0.029377271,0.033997889,-0.032619236
1204,0.540466754,0.019605842,-0.020306856,0.430553012,0.01529662,-0.0145183,0.028980234,0.033863124,-0.032464802
1205,0.540164469,0.019956489,-0.02047717,0.430812112,0.01512999,-0.01461154,0.029023418,0.0337915,-0.032119867
1206,0.540007001,0.019923495,-0.020425245,0.431153183,0.01539441,-0.014596731,0.028839816,0.03401423,-0.032357712
1207,0.53987499,0.019772416,-0.020690493,0.431147862,0.015177617,-0.014565692,0.028977147,0.034106183,-0.032569938
1208,0.539373065,0.019939187,-0.02042658,0.432070565,0.015036778,-0.014503977,0.028556371,0.033800644,-0.031967964
1209,0.539227014,0.020056093,-0.020554983,0.432142479,0.015330873,-0.014650287,0.028630506,0.034061983,-0.032277388
1210,0.5393769,0.019760121,-0.020303404,0.432686848,0.015220325,-0.014473682,0.027936252,0.033900183,-0.03219989
1211,0.539431936,0.019878887,-0.02059932,0.432620088,0.015036406,-0.014250563,0.027947976,0.034243893,-0.032212973
1212,0.5383526,0.01964404,-0.020603153,0.433477857,0.015300082,-0.01448186,0.028169543,0.034291977,-0.032685189
1213,0.538515518,0.019749859,-0.020502725,0.433286304,0.015033568,-0.014515449,0.028198178,0.033900891,-0.032210802
1214,0.538737127,0.019398722,-0.020128553,0.433478452,0.015204024,-0.014508168,0.027784421,0.033700626,-0.032341315
1215,0.539183226,0.019508448,-0.02020346,0.433664712,0.015176391,-0.014455964,0.027152062,0.033807628,-0.032296053
1216,0.539093686,0.019419137,-0.020184332,0.434137442,0.015302473,-0.014553912,0.026768872,0.033824297,-0.032488613
1217,0.538243098,0.019206432,-0.020042796,0.434392153,0.015299198,-0.014509266,0.027364749,0.033732409,-0.032523814
1218,0.539137978,0.019433698,-0.020231294,0.43468352,0.015007064,-0.014384818,0.026178503,0.033779489,-0.032229757
1219,0.539125531,0.019467336,-0.019956633,0.434795468,0.015271629,-0.014433719,0.026079001,0.033708634,-0.032168684
1220,0.53875308,0.019596096,-0.020202321,0.43486259,0.015164983,-0.014612644,0.02638433,0.033677094,-0.03218368
1221,0.539001582,0.019324566,-0.019975343,0.435111885,0.015109012,-0.01433913,0.025886533,0.033678835,-0.032165216
1222,0.539260718,0.019395853,-0.020094465,0.435770791,0.015131021,-0.014169691,0.024968491,0.034009041,-0.032249722
1223,0.538694825,0.019303149,-0.019737924,0.435751858,0.015067616,-0.014269129,0.025553317,0.033492749,-0.031884498
1224,0.538826018,0.019111211,-0.019968698,0.436100066,0.015242883,-0.0143235,0.025073916,0.033845265,-0.032500445
1225,0.538946163,0.019084851,-0.019696058,0.436504532,0.014975244,-0.014064624,0.024549305,0.033592293,-0.031973043
1226,0.538040334,0.019271856,-0.019889883,0.436187943,0.015226465,-0.014301627,0.025771723,0.033775651,-0.032217579
1227,0.53835031,0.019005124,-0.019728096,0.436419287,0.01540916,-0.014233962,0.025230402,0.033860926,-0.032503935
1228,0.538280982,0.019113065,-0.019643178,0.436794113,0.015223703,-0.014305843,0.024924905,0.033541374,-0.032118416
1229,0.538373717,0.019093168,-0.019585833,0.437155817,0.015179544,-0.014300975,0.024470466,0.033458793,-0.032035871
1230,0.537707896,0.019243859,-0.019289731,0.437320392,0.014969824,-0.014288082,0.024971712,0.032983305,-0.031342303
