simWLnm, simR, simA, simT
1.093579e+03, 7.929786e-01, 1.006856e-04, 2.069207e-01
1.093647e+03, 7.929772e-01, 1.006675e-04, 2.069222e-01
1.093716e+03, 7.929757e-01, 1.006494e-04, 2.069236e-01
1.093785e+03, 7.929743e-01, 1.006313e-04, 2.069251e-01
1.093854e+03, 7.929728e-01, 1.006132e-04, 2.069266e-01
1.093922e+03, 7.929713e-01, 1.005950e-04, 2.069281e-01
1.093991e+03, 7.929698e-01, 1.005769e-04, 2.069296e-01
1.094060e+03, 7.929684e-01, 1.005588e-04, 2.069311e-01
1.094128e+03, 7.929669e-01, 1.005407e-04, 2.069326e-01
1.094197e+03, 7.929654e-01, 1.005226e-04, 2.069341e-01
1.094266e+03, 7.929639e-01, 1.005045e-04, 2.069356e-01
1.094335e+03, 7.929624e-01, 1.004864e-04, 2.069371e-01
1.094403e+03, 7.929609e-01, 1.004683e-04, 2.069386e-01
1.094472e+03, 7.929594e-01, 1.004502e-04, 2.069402e-01
1.094541e+03, 7.929579e-01, 1.004322e-04, 2.069417e-01
1.094609e+03, 7.929563e-01, 1.004141e-04, 2.069432e-01
1.094678e+03, 7.929548e-01, 1.003960e-04, 2.069448e-01
1.094747e+03, 7.929533e-01, 1.003779e-04, 2.069463e-01
1.094815e+03, 7.929518e-01, 1.003598e-04, 2.069479e-01
1.094884e+03, 7.929502e-01, 1.003417e-04, 2.069494e-01
1.094953e+03, 7.929487e-01, 1.003237e-04, 2.069510e-01
1.095022e+03, 7.929471e-01, 1.003057e-04, 2.069525e-01
1.095090e+03, 7.929456e-01, 1.002878e-04, 2.069541e-01
1.095159e+03, 7.929441e-01, 1.002700e-04, 2.069556e-01
1.095228e+03, 7.929426e-01, 1.002521e-04, 2.069572e-01
1.095296e+03, 7.929410e-01, 1.002343e-04, 2.069587e-01
1.095365e+03, 7.929395e-01, 1.002165e-04, 2.069603e-01
1.095434e+03, 7.929380e-01, 1.001986e-04, 2.069618e-01
1.095503e+03, 7.929364e-01, 1.001808e-04, 2.069634e-01
1.095571e+03, 7.929349e-01, 1.001630e-04, 2.069650e-01
1.095640e+03, 7.929333e-01, 1.001452e-04, 2.069665e-01
1.095709e+03, 7.929317e-01, 1.001273e-04, 2.069681e-01
1.095777e+03, 7.929302e-01, 1.001095e-04, 2.069697e-01
1.095846e+03, 7.929286e-01, 1.000917e-04, 2.069713e-01
1.095915e+03, 7.929270e-01, 1.000739e-04, 2.069729e-01
1.095983e+03, 7.929255e-01, 1.000561e-04, 2.069745e-01
1.096052e+03, 7.929239e-01, 1.000383e-04, 2.069761e-01
1.096121e+03, 7.929223e-01, 1.000205e-04, 2.069777e-01
1.096190e+03, 7.929207e-01, 1.000027e-04, 2.069793e-01
1.096258e+03, 7.929191e-01, 9.998487e-05, 2.069809e-01
1.096327e+03, 7.929175e-01, 9.996707e-05, 2.069826e-01
1.096396e+03, 7.929159e-01, 9.994927e-05, 2.069842e-01
1.096464e+03, 7.929143e-01, 9.993147e-05, 2.069858e-01
1.096533e+03, 7.929126e-01, 9.991368e-05, 2.069874e-01
1.096602e+03, 7.929110e-01, 9.989589e-05, 2.069891e-01
1.096671e+03, 7.929094e-01, 9.987810e-05, 2.069907e-01
1.096739e+03, 7.929078e-01, 9.986032e-05, 2.069924e-01
1.096808e+03, 7.929061e-01, 9.984253e-05, 2.069940e-01
1.096877e+03, 7.929045e-01, 9.982475e-05, 2.069957e-01
1.096945e+03, 7.929028e-01, 9.980697e-05, 2.069974e-01
1.097014e+03, 7.929012e-01, 9.978920e-05, 2.069990e-01
1.097083e+03, 7.928995e-01, 9.977142e-05, 2.070007e-01
1.097152e+03, 7.928979e-01, 9.975365e-05, 2.070024e-01
1.097220e+03, 7.928962e-01, 9.973588e-05, 2.070041e-01
1.097289e+03, 7.928945e-01, 9.971812e-05, 2.070058e-01
1.097358e+03, 7.928928e-01, 9.970035e-05, 2.070075e-01
1.097426e+03, 7.928912e-01, 9.968259e-05, 2.070091e-01
1.097495e+03, 7.928895e-01, 9.966483e-05, 2.070109e-01
1.097564e+03, 7.928878e-01, 9.964728e-05, 2.070125e-01
1.097632e+03, 7.928862e-01, 9.962975e-05, 2.070142e-01
1.097701e+03, 7.928845e-01, 9.961222e-05, 2.070159e-01
1.097770e+03, 7.928828e-01, 9.959469e-05, 2.070176e-01
1.097839e+03, 7.928812e-01, 9.957716e-05, 2.070193e-01
1.097907e+03, 7.928795e-01, 9.955964e-05, 2.070210e-01
1.097976e+03, 7.928778e-01, 9.954212e-05, 2.070227e-01
1.098045e+03, 7.928761e-01, 9.952460e-05, 2.070244e-01
1.098113e+03, 7.928744e-01, 9.950708e-05, 2.070261e-01
1.098182e+03, 7.928727e-01, 9.948957e-05, 2.070278e-01
1.098251e+03, 7.928710e-01, 9.947206e-05, 2.070295e-01
1.098320e+03, 7.928693e-01, 9.945455e-05, 2.070312e-01
1.098388e+03, 7.928676e-01, 9.943704e-05, 2.070330e-01
1.098457e+03, 7.928659e-01, 9.941954e-05, 2.070347e-01
1.098526e+03, 7.928642e-01, 9.940203e-05, 2.070364e-01
1.098594e+03, 7.928624e-01, 9.938453e-05, 2.070382e-01
1.098663e+03, 7.928607e-01, 9.936704e-05, 2.070399e-01
1.098732e+03, 7.928590e-01, 9.934954e-05, 2.070417e-01
1.098800e+03, 7.928572e-01, 9.933205e-05, 2.070434e-01
1.098869e+03, 7.928555e-01, 9.931456e-05, 2.070452e-01
1.098938e+03, 7.928537e-01, 9.929707e-05, 2.070470e-01
1.099007e+03, 7.928520e-01, 9.927958e-05, 2.070487e-01
1.099075e+03, 7.928502e-01, 9.926210e-05, 2.070505e-01
1.099144e+03, 7.928485e-01, 9.924461e-05, 2.070523e-01
1.099213e+03, 7.928467e-01, 9.922713e-05, 2.070541e-01
1.099281e+03, 7.928449e-01, 9.920966e-05, 2.070559e-01
1.099350e+03, 7.928431e-01, 9.919218e-05, 2.070577e-01
1.099419e+03, 7.928414e-01, 9.917471e-05, 2.070595e-01
1.099488e+03, 7.928396e-01, 9.915724e-05, 2.070613e-01
1.099556e+03, 7.928378e-01, 9.913977e-05, 2.070631e-01
1.099625e+03, 7.928360e-01, 9.912230e-05, 2.070649e-01
1.099694e+03, 7.928342e-01, 9.910484e-05, 2.070667e-01
1.099762e+03, 7.928324e-01, 9.908738e-05, 2.070685e-01
1.099831e+03, 7.928306e-01, 9.906992e-05, 2.070704e-01
1.099900e+03, 7.928288e-01, 9.905246e-05, 2.070722e-01
1.099968e+03, 7.928269e-01, 9.903500e-05, 2.070740e-01
1.100037e+03, 7.928251e-01, 9.901767e-05, 2.070759e-01
1.100106e+03, 7.928233e-01, 9.900044e-05, 2.070777e-01
1.100175e+03, 7.928215e-01, 9.898320e-05, 2.070795e-01
1.100243e+03, 7.928197e-01, 9.896598e-05, 2.070813e-01
1.100312e+03, 7.928179e-01, 9.894875e-05, 2.070831e-01
1.100381e+03, 7.928161e-01, 9.893153e-05, 2.070850e-01
1.100449e+03, 7.928143e-01, 9.891430e-05, 2.070868e-01
1.100518e+03, 7.928125e-01, 9.889708e-05, 2.070886e-01
1.100587e+03, 7.928106e-01, 9.887987e-05, 2.070905e-01
1.100656e+03, 7.928088e-01, 9.886265e-05, 2.070923e-01
1.100724e+03, 7.928070e-01, 9.884544e-05, 2.070942e-01
1.100793e+03, 7.928051e-01, 9.882823e-05, 2.070960e-01
1.100862e+03, 7.928033e-01, 9.881102e-05, 2.070979e-01
1.100930e+03, 7.928014e-01, 9.879381e-05, 2.070998e-01
1.100999e+03, 7.927996e-01, 9.877661e-05, 2.071016e-01
1.101068e+03, 7.927977e-01, 9.875941e-05, 2.071035e-01
1.101137e+03, 7.927959e-01, 9.874221e-05, 2.071054e-01
1.101205e+03, 7.927940e-01, 9.872501e-05, 2.071073e-01
1.101274e+03, 7.927921e-01, 9.870781e-05, 2.071092e-01
1.101343e+03, 7.927902e-01, 9.869062e-05, 2.071111e-01
1.101411e+03, 7.927884e-01, 9.867343e-05, 2.071130e-01
1.101480e+03, 7.927865e-01, 9.865624e-05, 2.071149e-01
1.101549e+03, 7.927846e-01, 9.863905e-05, 2.071168e-01
1.101617e+03, 7.927827e-01, 9.862187e-05, 2.071187e-01
1.101686e+03, 7.927808e-01, 9.860469e-05, 2.071206e-01
1.101755e+03, 7.927789e-01, 9.858751e-05, 2.071225e-01
1.101824e+03, 7.927770e-01, 9.857033e-05, 2.071245e-01
1.101892e+03, 7.927751e-01, 9.855315e-05, 2.071264e-01
1.101961e+03, 7.927731e-01, 9.853598e-05, 2.071283e-01
1.102030e+03, 7.927712e-01, 9.851881e-05, 2.071303e-01
1.102098e+03, 7.927693e-01, 9.850164e-05, 2.071322e-01
1.102167e+03, 7.927674e-01, 9.848447e-05, 2.071342e-01
1.102236e+03, 7.927654e-01, 9.846731e-05, 2.071361e-01
1.102305e+03, 7.927635e-01, 9.845014e-05, 2.071381e-01
1.102373e+03, 7.927615e-01, 9.843298e-05, 2.071400e-01
1.102442e+03, 7.927596e-01, 9.841582e-05, 2.071420e-01
1.102511e+03, 7.927576e-01, 9.839870e-05, 2.071440e-01
1.102579e+03, 7.927557e-01, 9.838176e-05, 2.071459e-01
1.102648e+03, 7.927538e-01, 9.836482e-05, 2.071479e-01
1.102717e+03, 7.927518e-01, 9.834789e-05, 2.071498e-01
1.102785e+03, 7.927499e-01, 9.833096e-05, 2.071518e-01
1.102854e+03, 7.927480e-01, 9.831403e-05, 2.071537e-01
1.102923e+03, 7.927460e-01, 9.829710e-05, 2.071557e-01
1.102992e+03, 7.927440e-01, 9.828017e-05, 2.071577e-01
1.103060e+03, 7.927421e-01, 9.826325e-05, 2.071597e-01
1.103129e+03, 7.927401e-01, 9.824633e-05, 2.071616e-01
1.103198e+03, 7.927382e-01, 9.822941e-05, 2.071636e-01
1.103266e+03, 7.927362e-01, 9.821249e-05, 2.071656e-01
1.103335e+03, 7.927342e-01, 9.819557e-05, 2.071676e-01
1.103404e+03, 7.927322e-01, 9.817866e-05, 2.071696e-01
1.103473e+03, 7.927302e-01, 9.816175e-05, 2.071716e-01
1.103541e+03, 7.927282e-01, 9.814484e-05, 2.071736e-01
1.103610e+03, 7.927262e-01, 9.812793e-05, 2.071756e-01
1.103679e+03, 7.927242e-01, 9.811103e-05, 2.071776e-01
1.103747e+03, 7.927222e-01, 9.809412e-05, 2.071797e-01
1.103816e+03, 7.927202e-01, 9.807722e-05, 2.071817e-01
1.103885e+03, 7.927182e-01, 9.806033e-05, 2.071837e-01
1.103953e+03, 7.927162e-01, 9.804343e-05, 2.071858e-01
1.104022e+03, 7.927142e-01, 9.802653e-05, 2.071878e-01
1.104091e+03, 7.927121e-01, 9.800964e-05, 2.071898e-01
1.104160e+03, 7.927101e-01, 9.799275e-05, 2.071919e-01
1.104228e+03, 7.927081e-01, 9.797586e-05, 2.071939e-01
1.104297e+03, 7.927060e-01, 9.795898e-05, 2.071960e-01
1.104366e+03, 7.927040e-01, 9.794209e-05, 2.071981e-01
1.104434e+03, 7.927019e-01, 9.792521e-05, 2.072001e-01
1.104503e+03, 7.926999e-01, 9.790833e-05, 2.072022e-01
1.104572e+03, 7.926978e-01, 9.789145e-05, 2.072043e-01
1.104641e+03, 7.926958e-01, 9.787458e-05, 2.072064e-01
1.104709e+03, 7.926937e-01, 9.785771e-05, 2.072085e-01
1.104778e+03, 7.926916e-01, 9.784083e-05, 2.072105e-01
1.104847e+03, 7.926895e-01, 9.782397e-05, 2.072126e-01
1.104915e+03, 7.926875e-01, 9.780710e-05, 2.072147e-01
1.104984e+03, 7.926854e-01, 9.779023e-05, 2.072168e-01
1.105053e+03, 7.926833e-01, 9.777353e-05, 2.072189e-01
1.105122e+03, 7.926812e-01, 9.775688e-05, 2.072210e-01
1.105190e+03, 7.926792e-01, 9.774023e-05, 2.072231e-01
1.105259e+03, 7.926771e-01, 9.772358e-05, 2.072252e-01
1.105328e+03, 7.926750e-01, 9.770694e-05, 2.072273e-01
1.105396e+03, 7.926729e-01, 9.769030e-05, 2.072294e-01
1.105465e+03, 7.926709e-01, 9.767366e-05, 2.072315e-01
1.105534e+03, 7.926688e-01, 9.765702e-05, 2.072336e-01
1.105602e+03, 7.926667e-01, 9.764038e-05, 2.072357e-01
1.105671e+03, 7.926646e-01, 9.762375e-05, 2.072378e-01
1.105740e+03, 7.926625e-01, 9.760711e-05, 2.072399e-01
1.105809e+03, 7.926604e-01, 9.759048e-05, 2.072421e-01
1.105877e+03, 7.926582e-01, 9.757386e-05, 2.072442e-01
1.105946e+03, 7.926561e-01, 9.755723e-05, 2.072463e-01
1.106015e+03, 7.926540e-01, 9.754060e-05, 2.072485e-01
1.106083e+03, 7.926519e-01, 9.752398e-05, 2.072506e-01
1.106152e+03, 7.926498e-01, 9.750736e-05, 2.072527e-01
1.106221e+03, 7.926476e-01, 9.749074e-05, 2.072549e-01
1.106290e+03, 7.926455e-01, 9.747413e-05, 2.072570e-01
1.106358e+03, 7.926433e-01, 9.745751e-05, 2.072592e-01
1.106427e+03, 7.926412e-01, 9.744090e-05, 2.072614e-01
1.106496e+03, 7.926390e-01, 9.742429e-05, 2.072635e-01
1.106564e+03, 7.926369e-01, 9.740768e-05, 2.072657e-01
1.106633e+03, 7.926347e-01, 9.739108e-05, 2.072679e-01
1.106702e+03, 7.926325e-01, 9.737447e-05, 2.072701e-01
1.106770e+03, 7.926304e-01, 9.735787e-05, 2.072723e-01
1.106839e+03, 7.926282e-01, 9.734127e-05, 2.072745e-01
1.106908e+03, 7.926260e-01, 9.732467e-05, 2.072767e-01
1.106977e+03, 7.926238e-01, 9.730808e-05, 2.072789e-01
1.107045e+03, 7.926216e-01, 9.729148e-05, 2.072811e-01
1.107114e+03, 7.926195e-01, 9.727489e-05, 2.072833e-01
1.107183e+03, 7.926173e-01, 9.725830e-05, 2.072855e-01
1.107251e+03, 7.926151e-01, 9.724171e-05, 2.072877e-01
1.107320e+03, 7.926128e-01, 9.722513e-05, 2.072899e-01
1.107389e+03, 7.926106e-01, 9.720854e-05, 2.072922e-01
1.107458e+03, 7.926084e-01, 9.719196e-05, 2.072944e-01
1.107526e+03, 7.926062e-01, 9.717546e-05, 2.072966e-01
1.107595e+03, 7.926040e-01, 9.715909e-05, 2.072988e-01
1.107664e+03, 7.926018e-01, 9.714272e-05, 2.073010e-01
1.107732e+03, 7.925996e-01, 9.712635e-05, 2.073032e-01
1.107801e+03, 7.925974e-01, 9.710998e-05, 2.073055e-01
1.107870e+03, 7.925952e-01, 9.709362e-05, 2.073077e-01
1.107938e+03, 7.925930e-01, 9.707726e-05, 2.073099e-01
1.108007e+03, 7.925908e-01, 9.706090e-05, 2.073122e-01
1.108076e+03, 7.925886e-01, 9.704454e-05, 2.073144e-01
1.108145e+03, 7.925863e-01, 9.702818e-05, 2.073166e-01
1.108213e+03, 7.925841e-01, 9.701183e-05, 2.073189e-01
1.108282e+03, 7.925819e-01, 9.699548e-05, 2.073211e-01
1.108351e+03, 7.925796e-01, 9.697913e-05, 2.073234e-01
1.108419e+03, 7.925774e-01, 9.696278e-05, 2.073257e-01
1.108488e+03, 7.925751e-01, 9.694643e-05, 2.073279e-01
1.108557e+03, 7.925729e-01, 9.693009e-05, 2.073302e-01
1.108626e+03, 7.925706e-01, 9.691374e-05, 2.073325e-01
1.108694e+03, 7.925684e-01, 9.689740e-05, 2.073348e-01
1.108763e+03, 7.925661e-01, 9.688106e-05, 2.073370e-01
1.108832e+03, 7.925638e-01, 9.686473e-05, 2.073393e-01
1.108900e+03, 7.925615e-01, 9.684839e-05, 2.073416e-01
1.108969e+03, 7.925593e-01, 9.683206e-05, 2.073439e-01
1.109038e+03, 7.925570e-01, 9.681573e-05, 2.073462e-01
1.109107e+03, 7.925547e-01, 9.679940e-05, 2.073485e-01
1.109175e+03, 7.925524e-01, 9.678307e-05, 2.073508e-01
1.109244e+03, 7.925501e-01, 9.676675e-05, 2.073531e-01
1.109313e+03, 7.925478e-01, 9.675043e-05, 2.073555e-01
1.109381e+03, 7.925455e-01, 9.673410e-05, 2.073578e-01
1.109450e+03, 7.925432e-01, 9.671779e-05, 2.073601e-01
1.109519e+03, 7.925409e-01, 9.670147e-05, 2.073624e-01
1.109587e+03, 7.925385e-01, 9.668515e-05, 2.073648e-01
1.109656e+03, 7.925362e-01, 9.666884e-05, 2.073671e-01
1.109725e+03, 7.925339e-01, 9.665253e-05, 2.073695e-01
1.109794e+03, 7.925316e-01, 9.663622e-05, 2.073718e-01
1.109862e+03, 7.925292e-01, 9.661991e-05, 2.073742e-01
1.109931e+03, 7.925269e-01, 9.660361e-05, 2.073765e-01
1.110000e+03, 7.925245e-01, 9.658730e-05, 2.073789e-01
1.110068e+03, 7.925222e-01, 9.657120e-05, 2.073812e-01
1.110137e+03, 7.925199e-01, 9.655511e-05, 2.073836e-01
1.110206e+03, 7.925176e-01, 9.653901e-05, 2.073859e-01
1.110275e+03, 7.925152e-01, 9.652292e-05, 2.073883e-01
1.110343e+03, 7.925129e-01, 9.650683e-05, 2.073906e-01
1.110412e+03, 7.925105e-01, 9.649074e-05, 2.073930e-01
1.110481e+03, 7.925082e-01, 9.647465e-05, 2.073953e-01
1.110549e+03, 7.925058e-01, 9.645857e-05, 2.073977e-01
1.110618e+03, 7.925035e-01, 9.644248e-05, 2.074001e-01
1.110687e+03, 7.925011e-01, 9.642640e-05, 2.074024e-01
1.110755e+03, 7.924988e-01, 9.641032e-05, 2.074048e-01
1.110824e+03, 7.924964e-01, 9.639424e-05, 2.074072e-01
1.110893e+03, 7.924940e-01, 9.637817e-05, 2.074096e-01
1.110962e+03, 7.924917e-01, 9.636210e-05, 2.074120e-01
1.111030e+03, 7.924893e-01, 9.634602e-05, 2.074144e-01
1.111099e+03, 7.924869e-01, 9.632995e-05, 2.074168e-01
1.111168e+03, 7.924845e-01, 9.631389e-05, 2.074192e-01
1.111236e+03, 7.924821e-01, 9.629782e-05, 2.074216e-01
1.111305e+03, 7.924797e-01, 9.628176e-05, 2.074240e-01
1.111374e+03, 7.924773e-01, 9.626569e-05, 2.074264e-01
1.111443e+03, 7.924749e-01, 9.624963e-05, 2.074289e-01
1.111511e+03, 7.924725e-01, 9.623357e-05, 2.074313e-01
1.111580e+03, 7.924701e-01, 9.621752e-05, 2.074337e-01
1.111649e+03, 7.924676e-01, 9.620146e-05, 2.074361e-01
1.111717e+03, 7.924652e-01, 9.618541e-05, 2.074386e-01
1.111786e+03, 7.924628e-01, 9.616936e-05, 2.074410e-01
1.111855e+03, 7.924604e-01, 9.615331e-05, 2.074435e-01
1.111923e+03, 7.924579e-01, 9.613726e-05, 2.074459e-01
1.111992e+03, 7.924555e-01, 9.612122e-05, 2.074484e-01
1.112061e+03, 7.924530e-01, 9.610517e-05, 2.074509e-01
1.112130e+03, 7.924506e-01, 9.608913e-05, 2.074533e-01
1.112198e+03, 7.924481e-01, 9.607309e-05, 2.074558e-01
1.112267e+03, 7.924457e-01, 9.605705e-05, 2.074583e-01
1.112336e+03, 7.924432e-01, 9.604102e-05, 2.074607e-01
1.112404e+03, 7.924407e-01, 9.602498e-05, 2.074632e-01
1.112473e+03, 7.924383e-01, 9.600895e-05, 2.074657e-01
1.112542e+03, 7.924358e-01, 9.599304e-05, 2.074682e-01
1.112611e+03, 7.924334e-01, 9.597721e-05, 2.074707e-01
1.112679e+03, 7.924309e-01, 9.596138e-05, 2.074731e-01
1.112748e+03, 7.924285e-01, 9.594555e-05, 2.074756e-01
1.112817e+03, 7.924260e-01, 9.592973e-05, 2.074781e-01
1.112885e+03, 7.924235e-01, 9.591390e-05, 2.074806e-01
1.112954e+03, 7.924211e-01, 9.589808e-05, 2.074830e-01
1.113023e+03, 7.924186e-01, 9.588226e-05, 2.074855e-01
1.113092e+03, 7.924161e-01, 9.586644e-05, 2.074880e-01
1.113160e+03, 7.924136e-01, 9.585063e-05, 2.074905e-01
1.113229e+03, 7.924111e-01, 9.583481e-05, 2.074930e-01
1.113298e+03, 7.924087e-01, 9.581900e-05, 2.074955e-01
1.113366e+03, 7.924062e-01, 9.580319e-05, 2.074980e-01
1.113435e+03, 7.924037e-01, 9.578738e-05, 2.075005e-01
1.113504e+03, 7.924012e-01, 9.577157e-05, 2.075031e-01
1.113572e+03, 7.923987e-01, 9.575577e-05, 2.075056e-01
1.113641e+03, 7.923961e-01, 9.573997e-05, 2.075081e-01
1.113710e+03, 7.923936e-01, 9.572416e-05, 2.075107e-01
1.113779e+03, 7.923911e-01, 9.570836e-05, 2.075132e-01
1.113847e+03, 7.923886e-01, 9.569257e-05, 2.075157e-01
1.113916e+03, 7.923860e-01, 9.567677e-05, 2.075183e-01
1.113985e+03, 7.923835e-01, 9.566098e-05, 2.075208e-01
1.114053e+03, 7.923810e-01, 9.564518e-05, 2.075234e-01
1.114122e+03, 7.923784e-01, 9.562939e-05, 2.075259e-01
1.114191e+03, 7.923759e-01, 9.561360e-05, 2.075285e-01
1.114260e+03, 7.923733e-01, 9.559782e-05, 2.075311e-01
1.114328e+03, 7.923708e-01, 9.558203e-05, 2.075336e-01
1.114397e+03, 7.923682e-01, 9.556625e-05, 2.075362e-01
1.114466e+03, 7.923657e-01, 9.555047e-05, 2.075388e-01
1.114534e+03, 7.923631e-01, 9.553469e-05, 2.075414e-01
1.114603e+03, 7.923605e-01, 9.551891e-05, 2.075440e-01
1.114672e+03, 7.923579e-01, 9.550313e-05, 2.075465e-01
1.114740e+03, 7.923554e-01, 9.548736e-05, 2.075491e-01
1.114809e+03, 7.923528e-01, 9.547159e-05, 2.075517e-01
1.114878e+03, 7.923502e-01, 9.545581e-05, 2.075544e-01
1.114947e+03, 7.923476e-01, 9.544005e-05, 2.075570e-01
1.115015e+03, 7.923450e-01, 9.542432e-05, 2.075596e-01
1.115084e+03, 7.923424e-01, 9.540875e-05, 2.075621e-01
1.115153e+03, 7.923399e-01, 9.539318e-05, 2.075647e-01
1.115221e+03, 7.923373e-01, 9.537761e-05, 2.075673e-01
1.115290e+03, 7.923347e-01, 9.536205e-05, 2.075699e-01
1.115359e+03, 7.923321e-01, 9.534648e-05, 2.075725e-01
1.115428e+03, 7.923295e-01, 9.533092e-05, 2.075751e-01
1.115496e+03, 7.923269e-01, 9.531536e-05, 2.075777e-01
1.115565e+03, 7.923243e-01, 9.529980e-05, 2.075804e-01
1.115634e+03, 7.923217e-01, 9.528424e-05, 2.075830e-01
1.115702e+03, 7.923191e-01, 9.526869e-05, 2.075856e-01
1.115771e+03, 7.923165e-01, 9.525314e-05, 2.075882e-01
1.115840e+03, 7.923139e-01, 9.523758e-05, 2.075909e-01
1.115908e+03, 7.923113e-01, 9.522203e-05, 2.075935e-01
1.115977e+03, 7.923087e-01, 9.520649e-05, 2.075961e-01
1.116046e+03, 7.923060e-01, 9.519094e-05, 2.075988e-01
1.116115e+03, 7.923034e-01, 9.517540e-05, 2.076014e-01
1.116183e+03, 7.923008e-01, 9.515985e-05, 2.076041e-01
1.116252e+03, 7.922981e-01, 9.514431e-05, 2.076067e-01
1.116321e+03, 7.922955e-01, 9.512877e-05, 2.076094e-01
1.116389e+03, 7.922928e-01, 9.511323e-05, 2.076120e-01
1.116458e+03, 7.922902e-01, 9.509770e-05, 2.076147e-01
1.116527e+03, 7.922875e-01, 9.508216e-05, 2.076174e-01
1.116596e+03, 7.922849e-01, 9.506663e-05, 2.076201e-01
1.116664e+03, 7.922822e-01, 9.505110e-05, 2.076227e-01
1.116733e+03, 7.922795e-01, 9.503557e-05, 2.076254e-01
1.116802e+03, 7.922769e-01, 9.502005e-05, 2.076281e-01
1.116870e+03, 7.922742e-01, 9.500452e-05, 2.076308e-01
1.116939e+03, 7.922715e-01, 9.498900e-05, 2.076335e-01
1.117008e+03, 7.922688e-01, 9.497347e-05, 2.076362e-01
1.117077e+03, 7.922661e-01, 9.495795e-05, 2.076389e-01
1.117145e+03, 7.922634e-01, 9.494244e-05, 2.076416e-01
1.117214e+03, 7.922607e-01, 9.492692e-05, 2.076443e-01
1.117283e+03, 7.922580e-01, 9.491140e-05, 2.076471e-01
1.117351e+03, 7.922553e-01, 9.489589e-05, 2.076498e-01
1.117420e+03, 7.922526e-01, 9.488038e-05, 2.076525e-01
1.117489e+03, 7.922499e-01, 9.486487e-05, 2.076552e-01
1.117557e+03, 7.922472e-01, 9.484952e-05, 2.076580e-01
1.117626e+03, 7.922445e-01, 9.483421e-05, 2.076607e-01
1.117695e+03, 7.922418e-01, 9.481889e-05, 2.076634e-01
1.117764e+03, 7.922391e-01, 9.480358e-05, 2.076661e-01
1.117832e+03, 7.922364e-01, 9.478827e-05, 2.076688e-01
1.117901e+03, 7.922337e-01, 9.477296e-05, 2.076716e-01
1.117970e+03, 7.922310e-01, 9.475766e-05, 2.076743e-01
1.118038e+03, 7.922282e-01, 9.474235e-05, 2.076770e-01
1.118107e+03, 7.922255e-01, 9.472705e-05, 2.076798e-01
1.118176e+03, 7.922228e-01, 9.471175e-05, 2.076825e-01
1.118245e+03, 7.922200e-01, 9.469645e-05, 2.076853e-01
1.118313e+03, 7.922173e-01, 9.468115e-05, 2.076880e-01
1.118382e+03, 7.922146e-01, 9.466585e-05, 2.076908e-01
1.118451e+03, 7.922118e-01, 9.465056e-05, 2.076935e-01
1.118519e+03, 7.922091e-01, 9.463526e-05, 2.076963e-01
1.118588e+03, 7.922063e-01, 9.461997e-05, 2.076991e-01
1.118657e+03, 7.922036e-01, 9.460468e-05, 2.077018e-01
1.118725e+03, 7.922008e-01, 9.458939e-05, 2.077046e-01
1.118794e+03, 7.921980e-01, 9.457411e-05, 2.077074e-01
1.118863e+03, 7.921953e-01, 9.455882e-05, 2.077102e-01
1.118932e+03, 7.921925e-01, 9.454354e-05, 2.077130e-01
1.119000e+03, 7.921897e-01, 9.452826e-05, 2.077158e-01
1.119069e+03, 7.921869e-01, 9.451298e-05, 2.077186e-01
1.119138e+03, 7.921841e-01, 9.449770e-05, 2.077214e-01
1.119206e+03, 7.921813e-01, 9.448243e-05, 2.077242e-01
1.119275e+03, 7.921785e-01, 9.446715e-05, 2.077270e-01
1.119344e+03, 7.921757e-01, 9.445188e-05, 2.077298e-01
1.119413e+03, 7.921729e-01, 9.443661e-05, 2.077326e-01
1.119481e+03, 7.921701e-01, 9.442134e-05, 2.077354e-01
1.119550e+03, 7.921673e-01, 9.440607e-05, 2.077383e-01
1.119619e+03, 7.921645e-01, 9.439080e-05, 2.077411e-01
1.119687e+03, 7.921617e-01, 9.437554e-05, 2.077439e-01
1.119756e+03, 7.921589e-01, 9.436028e-05, 2.077468e-01
1.119825e+03, 7.921560e-01, 9.434502e-05, 2.077496e-01
1.119893e+03, 7.921532e-01, 9.432976e-05, 2.077525e-01
1.119962e+03, 7.921504e-01, 9.431450e-05, 2.077553e-01
1.120031e+03, 7.921475e-01, 9.429933e-05, 2.077582e-01
1.120100e+03, 7.921447e-01, 9.428426e-05, 2.077610e-01
1.120168e+03, 7.921419e-01, 9.426919e-05, 2.077638e-01
1.120237e+03, 7.921391e-01, 9.425413e-05, 2.077667e-01
1.120306e+03, 7.921363e-01, 9.423907e-05, 2.077695e-01
1.120374e+03, 7.921334e-01, 9.422401e-05, 2.077723e-01
1.120443e+03, 7.921306e-01, 9.420895e-05, 2.077752e-01
1.120512e+03, 7.921278e-01, 9.419389e-05, 2.077780e-01
1.120581e+03, 7.921249e-01, 9.417884e-05, 2.077809e-01
1.120649e+03, 7.921221e-01, 9.416378e-05, 2.077838e-01
1.120718e+03, 7.921192e-01, 9.414873e-05, 2.077866e-01
1.120787e+03, 7.921164e-01, 9.413368e-05, 2.077895e-01
1.120855e+03, 7.921135e-01, 9.411863e-05, 2.077924e-01
1.120924e+03, 7.921107e-01, 9.410358e-05, 2.077952e-01
