simWLnm, simR, simA, simT
1.378644e+03, 7.664945e-01, 6.364432e-05, 2.334419e-01
1.378712e+03, 7.664850e-01, 6.363996e-05, 2.334513e-01
1.378781e+03, 7.664756e-01, 6.363561e-05, 2.334607e-01
1.378850e+03, 7.664662e-01, 6.363125e-05, 2.334702e-01
1.378918e+03, 7.664568e-01, 6.362689e-05, 2.334796e-01
1.378987e+03, 7.664474e-01, 6.362254e-05, 2.334890e-01
1.379056e+03, 7.664379e-01, 6.361818e-05, 2.334984e-01
1.379125e+03, 7.664285e-01, 6.361383e-05, 2.335079e-01
1.379193e+03, 7.664191e-01, 6.360947e-05, 2.335173e-01
1.379262e+03, 7.664097e-01, 6.360511e-05, 2.335267e-01
1.379331e+03, 7.664002e-01, 6.360076e-05, 2.335362e-01
1.379399e+03, 7.663908e-01, 6.359640e-05, 2.335456e-01
1.379468e+03, 7.663814e-01, 6.359204e-05, 2.335550e-01
1.379537e+03, 7.663719e-01, 6.358768e-05, 2.335645e-01
1.379605e+03, 7.663625e-01, 6.358333e-05, 2.335739e-01
1.379674e+03, 7.663531e-01, 6.357897e-05, 2.335834e-01
1.379743e+03, 7.663436e-01, 6.357461e-05, 2.335928e-01
1.379812e+03, 7.663342e-01, 6.357025e-05, 2.336022e-01
1.379880e+03, 7.663247e-01, 6.356589e-05, 2.336117e-01
1.379949e+03, 7.663153e-01, 6.356154e-05, 2.336211e-01
1.380018e+03, 7.663059e-01, 6.355719e-05, 2.336306e-01
1.380086e+03, 7.662964e-01, 6.355288e-05, 2.336400e-01
1.380155e+03, 7.662870e-01, 6.354856e-05, 2.336495e-01
1.380224e+03, 7.662776e-01, 6.354425e-05, 2.336589e-01
1.380293e+03, 7.662681e-01, 6.353993e-05, 2.336683e-01
1.380361e+03, 7.662587e-01, 6.353562e-05, 2.336778e-01
1.380430e+03, 7.662492e-01, 6.353130e-05, 2.336872e-01
1.380499e+03, 7.662398e-01, 6.352699e-05, 2.336967e-01
1.380567e+03, 7.662304e-01, 6.352267e-05, 2.337061e-01
1.380636e+03, 7.662209e-01, 6.351836e-05, 2.337156e-01
1.380705e+03, 7.662115e-01, 6.351404e-05, 2.337250e-01
1.380773e+03, 7.662020e-01, 6.350973e-05, 2.337345e-01
1.380842e+03, 7.661926e-01, 6.350541e-05, 2.337439e-01
1.380911e+03, 7.661831e-01, 6.350110e-05, 2.337534e-01
1.380980e+03, 7.661737e-01, 6.349678e-05, 2.337628e-01
1.381048e+03, 7.661642e-01, 6.349247e-05, 2.337723e-01
1.381117e+03, 7.661548e-01, 6.348815e-05, 2.337817e-01
1.381186e+03, 7.661453e-01, 6.348383e-05, 2.337912e-01
1.381254e+03, 7.661359e-01, 6.347952e-05, 2.338007e-01
1.381323e+03, 7.661264e-01, 6.347520e-05, 2.338101e-01
1.381392e+03, 7.661170e-01, 6.347089e-05, 2.338196e-01
1.381461e+03, 7.661075e-01, 6.346657e-05, 2.338290e-01
1.381529e+03, 7.660980e-01, 6.346225e-05, 2.338385e-01
1.381598e+03, 7.660886e-01, 6.345793e-05, 2.338480e-01
1.381667e+03, 7.660791e-01, 6.345362e-05, 2.338574e-01
1.381735e+03, 7.660696e-01, 6.344930e-05, 2.338669e-01
1.381804e+03, 7.660602e-01, 6.344498e-05, 2.338764e-01
1.381873e+03, 7.660507e-01, 6.344067e-05, 2.338858e-01
1.381941e+03, 7.660412e-01, 6.343635e-05, 2.338953e-01
1.382010e+03, 7.660318e-01, 6.343203e-05, 2.339048e-01
1.382079e+03, 7.660223e-01, 6.342771e-05, 2.339143e-01
1.382148e+03, 7.660128e-01, 6.342339e-05, 2.339237e-01
1.382216e+03, 7.660034e-01, 6.341908e-05, 2.339332e-01
1.382285e+03, 7.659939e-01, 6.341476e-05, 2.339427e-01
1.382354e+03, 7.659844e-01, 6.341044e-05, 2.339522e-01
1.382422e+03, 7.659749e-01, 6.340612e-05, 2.339617e-01
1.382491e+03, 7.659654e-01, 6.340180e-05, 2.339712e-01
1.382560e+03, 7.659560e-01, 6.339752e-05, 2.339806e-01
1.382629e+03, 7.659465e-01, 6.339324e-05, 2.339901e-01
1.382697e+03, 7.659371e-01, 6.338896e-05, 2.339996e-01
1.382766e+03, 7.659276e-01, 6.338469e-05, 2.340090e-01
1.382835e+03, 7.659181e-01, 6.338041e-05, 2.340185e-01
1.382903e+03, 7.659086e-01, 6.337613e-05, 2.340280e-01
1.382972e+03, 7.658992e-01, 6.337185e-05, 2.340374e-01
1.383041e+03, 7.658897e-01, 6.336757e-05, 2.340469e-01
1.383110e+03, 7.658802e-01, 6.336330e-05, 2.340564e-01
1.383178e+03, 7.658708e-01, 6.335902e-05, 2.340659e-01
1.383247e+03, 7.658613e-01, 6.335474e-05, 2.340754e-01
1.383316e+03, 7.658518e-01, 6.335046e-05, 2.340848e-01
1.383384e+03, 7.658423e-01, 6.334618e-05, 2.340943e-01
1.383453e+03, 7.658328e-01, 6.334190e-05, 2.341038e-01
1.383522e+03, 7.658234e-01, 6.333762e-05, 2.341133e-01
1.383590e+03, 7.658139e-01, 6.333334e-05, 2.341228e-01
1.383659e+03, 7.658044e-01, 6.332907e-05, 2.341323e-01
1.383728e+03, 7.657949e-01, 6.332479e-05, 2.341418e-01
1.383797e+03, 7.657854e-01, 6.332051e-05, 2.341512e-01
1.383865e+03, 7.657759e-01, 6.331623e-05, 2.341607e-01
1.383934e+03, 7.657665e-01, 6.331195e-05, 2.341702e-01
1.384003e+03, 7.657570e-01, 6.330767e-05, 2.341797e-01
1.384071e+03, 7.657475e-01, 6.330339e-05, 2.341892e-01
1.384140e+03, 7.657380e-01, 6.329911e-05, 2.341987e-01
1.384209e+03, 7.657285e-01, 6.329483e-05, 2.342082e-01
1.384278e+03, 7.657190e-01, 6.329054e-05, 2.342177e-01
1.384346e+03, 7.657095e-01, 6.328626e-05, 2.342272e-01
1.384415e+03, 7.657000e-01, 6.328198e-05, 2.342367e-01
1.384484e+03, 7.656905e-01, 6.327770e-05, 2.342462e-01
1.384552e+03, 7.656810e-01, 6.327342e-05, 2.342557e-01
1.384621e+03, 7.656715e-01, 6.326914e-05, 2.342652e-01
1.384690e+03, 7.656620e-01, 6.326486e-05, 2.342747e-01
1.384758e+03, 7.656525e-01, 6.326058e-05, 2.342842e-01
1.384827e+03, 7.656430e-01, 6.325629e-05, 2.342938e-01
1.384896e+03, 7.656335e-01, 6.325201e-05, 2.343033e-01
1.384965e+03, 7.656240e-01, 6.324773e-05, 2.343128e-01
1.385033e+03, 7.656145e-01, 6.324347e-05, 2.343223e-01
1.385102e+03, 7.656050e-01, 6.323923e-05, 2.343318e-01
1.385171e+03, 7.655955e-01, 6.323499e-05, 2.343413e-01
1.385239e+03, 7.655860e-01, 6.323075e-05, 2.343508e-01
1.385308e+03, 7.655765e-01, 6.322651e-05, 2.343603e-01
1.385377e+03, 7.655670e-01, 6.322227e-05, 2.343698e-01
1.385446e+03, 7.655575e-01, 6.321803e-05, 2.343793e-01
1.385514e+03, 7.655480e-01, 6.321379e-05, 2.343888e-01
1.385583e+03, 7.655385e-01, 6.320955e-05, 2.343983e-01
1.385652e+03, 7.655290e-01, 6.320531e-05, 2.344078e-01
1.385720e+03, 7.655194e-01, 6.320107e-05, 2.344173e-01
1.385789e+03, 7.655099e-01, 6.319682e-05, 2.344269e-01
1.385858e+03, 7.655004e-01, 6.319258e-05, 2.344364e-01
1.385926e+03, 7.654909e-01, 6.318834e-05, 2.344459e-01
1.385995e+03, 7.654814e-01, 6.318410e-05, 2.344554e-01
1.386064e+03, 7.654719e-01, 6.317986e-05, 2.344649e-01
1.386133e+03, 7.654624e-01, 6.317562e-05, 2.344744e-01
1.386201e+03, 7.654529e-01, 6.317138e-05, 2.344840e-01
1.386270e+03, 7.654433e-01, 6.316713e-05, 2.344935e-01
1.386339e+03, 7.654338e-01, 6.316289e-05, 2.345030e-01
1.386407e+03, 7.654243e-01, 6.315865e-05, 2.345125e-01
1.386476e+03, 7.654148e-01, 6.315441e-05, 2.345221e-01
1.386545e+03, 7.654053e-01, 6.315016e-05, 2.345316e-01
1.386614e+03, 7.653957e-01, 6.314592e-05, 2.345411e-01
1.386682e+03, 7.653862e-01, 6.314168e-05, 2.345507e-01
1.386751e+03, 7.653767e-01, 6.313744e-05, 2.345602e-01
1.386820e+03, 7.653671e-01, 6.313319e-05, 2.345697e-01
1.386888e+03, 7.653576e-01, 6.312895e-05, 2.345793e-01
1.386957e+03, 7.653481e-01, 6.312471e-05, 2.345888e-01
1.387026e+03, 7.653386e-01, 6.312046e-05, 2.345983e-01
1.387095e+03, 7.653290e-01, 6.311622e-05, 2.346079e-01
1.387163e+03, 7.653195e-01, 6.311197e-05, 2.346174e-01
1.387232e+03, 7.653099e-01, 6.310773e-05, 2.346269e-01
1.387301e+03, 7.653004e-01, 6.310349e-05, 2.346365e-01
1.387369e+03, 7.652909e-01, 6.309924e-05, 2.346460e-01
1.387438e+03, 7.652813e-01, 6.309500e-05, 2.346556e-01
1.387507e+03, 7.652718e-01, 6.309076e-05, 2.346651e-01
1.387575e+03, 7.652623e-01, 6.308655e-05, 2.346746e-01
1.387644e+03, 7.652527e-01, 6.308235e-05, 2.346842e-01
1.387713e+03, 7.652432e-01, 6.307815e-05, 2.346937e-01
1.387782e+03, 7.652337e-01, 6.307395e-05, 2.347033e-01
1.387850e+03, 7.652241e-01, 6.306974e-05, 2.347128e-01
1.387919e+03, 7.652146e-01, 6.306554e-05, 2.347223e-01
1.387988e+03, 7.652051e-01, 6.306134e-05, 2.347319e-01
1.388056e+03, 7.651955e-01, 6.305714e-05, 2.347414e-01
1.388125e+03, 7.651860e-01, 6.305293e-05, 2.347510e-01
1.388194e+03, 7.651765e-01, 6.304873e-05, 2.347605e-01
1.388263e+03, 7.651669e-01, 6.304453e-05, 2.347700e-01
1.388331e+03, 7.651574e-01, 6.304032e-05, 2.347796e-01
1.388400e+03, 7.651478e-01, 6.303612e-05, 2.347891e-01
1.388469e+03, 7.651383e-01, 6.303192e-05, 2.347987e-01
1.388537e+03, 7.651287e-01, 6.302771e-05, 2.348082e-01
1.388606e+03, 7.651192e-01, 6.302351e-05, 2.348178e-01
1.388675e+03, 7.651096e-01, 6.301930e-05, 2.348273e-01
1.388743e+03, 7.651001e-01, 6.301510e-05, 2.348369e-01
1.388812e+03, 7.650905e-01, 6.301089e-05, 2.348465e-01
1.388881e+03, 7.650810e-01, 6.300669e-05, 2.348560e-01
1.388950e+03, 7.650714e-01, 6.300249e-05, 2.348656e-01
1.389018e+03, 7.650619e-01, 6.299828e-05, 2.348751e-01
1.389087e+03, 7.650523e-01, 6.299407e-05, 2.348847e-01
1.389156e+03, 7.650428e-01, 6.298987e-05, 2.348942e-01
1.389224e+03, 7.650332e-01, 6.298566e-05, 2.349038e-01
1.389293e+03, 7.650236e-01, 6.298146e-05, 2.349134e-01
1.389362e+03, 7.650141e-01, 6.297725e-05, 2.349229e-01
1.389431e+03, 7.650045e-01, 6.297305e-05, 2.349325e-01
1.389499e+03, 7.649950e-01, 6.296884e-05, 2.349421e-01
1.389568e+03, 7.649854e-01, 6.296463e-05, 2.349516e-01
1.389637e+03, 7.649758e-01, 6.296043e-05, 2.349612e-01
1.389705e+03, 7.649663e-01, 6.295622e-05, 2.349708e-01
1.389774e+03, 7.649567e-01, 6.295201e-05, 2.349804e-01
1.389843e+03, 7.649471e-01, 6.294781e-05, 2.349899e-01
1.389911e+03, 7.649375e-01, 6.294360e-05, 2.349995e-01
1.389980e+03, 7.649280e-01, 6.293939e-05, 2.350091e-01
1.390049e+03, 7.649184e-01, 6.293522e-05, 2.350187e-01
1.390118e+03, 7.649088e-01, 6.293105e-05, 2.350282e-01
1.390186e+03, 7.648993e-01, 6.292689e-05, 2.350378e-01
1.390255e+03, 7.648897e-01, 6.292272e-05, 2.350474e-01
1.390324e+03, 7.648802e-01, 6.291855e-05, 2.350569e-01
1.390392e+03, 7.648706e-01, 6.291439e-05, 2.350665e-01
1.390461e+03, 7.648610e-01, 6.291022e-05, 2.350761e-01
1.390530e+03, 7.648515e-01, 6.290606e-05, 2.350856e-01
1.390599e+03, 7.648419e-01, 6.290189e-05, 2.350952e-01
1.390667e+03, 7.648323e-01, 6.289772e-05, 2.351048e-01
1.390736e+03, 7.648227e-01, 6.289356e-05, 2.351144e-01
1.390805e+03, 7.648132e-01, 6.288939e-05, 2.351239e-01
1.390873e+03, 7.648036e-01, 6.288522e-05, 2.351335e-01
1.390942e+03, 7.647940e-01, 6.288106e-05, 2.351431e-01
1.391011e+03, 7.647844e-01, 6.287689e-05, 2.351527e-01
1.391080e+03, 7.647749e-01, 6.287272e-05, 2.351623e-01
1.391148e+03, 7.647653e-01, 6.286855e-05, 2.351719e-01
1.391217e+03, 7.647557e-01, 6.286439e-05, 2.351814e-01
1.391286e+03, 7.647461e-01, 6.286022e-05, 2.351910e-01
1.391354e+03, 7.647365e-01, 6.285605e-05, 2.352006e-01
1.391423e+03, 7.647269e-01, 6.285188e-05, 2.352102e-01
1.391492e+03, 7.647174e-01, 6.284771e-05, 2.352198e-01
1.391560e+03, 7.647078e-01, 6.284354e-05, 2.352294e-01
1.391629e+03, 7.646982e-01, 6.283938e-05, 2.352390e-01
1.391698e+03, 7.646886e-01, 6.283521e-05, 2.352486e-01
1.391767e+03, 7.646790e-01, 6.283104e-05, 2.352582e-01
1.391835e+03, 7.646694e-01, 6.282687e-05, 2.352678e-01
1.391904e+03, 7.646598e-01, 6.282270e-05, 2.352774e-01
1.391973e+03, 7.646502e-01, 6.281853e-05, 2.352870e-01
1.392041e+03, 7.646406e-01, 6.281436e-05, 2.352966e-01
1.392110e+03, 7.646310e-01, 6.281019e-05, 2.353062e-01
1.392179e+03, 7.646214e-01, 6.280602e-05, 2.353158e-01
1.392248e+03, 7.646118e-01, 6.280185e-05, 2.353254e-01
1.392316e+03, 7.646022e-01, 6.279768e-05, 2.353350e-01
1.392385e+03, 7.645926e-01, 6.279351e-05, 2.353446e-01
1.392454e+03, 7.645830e-01, 6.278934e-05, 2.353542e-01
1.392522e+03, 7.645734e-01, 6.278518e-05, 2.353638e-01
1.392591e+03, 7.645638e-01, 6.278105e-05, 2.353734e-01
1.392660e+03, 7.645542e-01, 6.277692e-05, 2.353830e-01
1.392728e+03, 7.645446e-01, 6.277279e-05, 2.353926e-01
1.392797e+03, 7.645350e-01, 6.276866e-05, 2.354022e-01
1.392866e+03, 7.645254e-01, 6.276453e-05, 2.354118e-01
1.392935e+03, 7.645158e-01, 6.276040e-05, 2.354214e-01
1.393003e+03, 7.645062e-01, 6.275627e-05, 2.354310e-01
1.393072e+03, 7.644966e-01, 6.275214e-05, 2.354406e-01
1.393141e+03, 7.644870e-01, 6.274801e-05, 2.354502e-01
1.393209e+03, 7.644774e-01, 6.274388e-05, 2.354598e-01
1.393278e+03, 7.644678e-01, 6.273975e-05, 2.354694e-01
1.393347e+03, 7.644582e-01, 6.273562e-05, 2.354790e-01
1.393416e+03, 7.644486e-01, 6.273148e-05, 2.354887e-01
1.393484e+03, 7.644390e-01, 6.272735e-05, 2.354983e-01
1.393553e+03, 7.644294e-01, 6.272322e-05, 2.355079e-01
1.393622e+03, 7.644198e-01, 6.271909e-05, 2.355175e-01
1.393690e+03, 7.644102e-01, 6.271496e-05, 2.355271e-01
1.393759e+03, 7.644006e-01, 6.271082e-05, 2.355367e-01
1.393828e+03, 7.643909e-01, 6.270669e-05, 2.355464e-01
1.393896e+03, 7.643813e-01, 6.270256e-05, 2.355560e-01
1.393965e+03, 7.643717e-01, 6.269843e-05, 2.355656e-01
1.394034e+03, 7.643621e-01, 6.269429e-05, 2.355752e-01
1.394103e+03, 7.643525e-01, 6.269016e-05, 2.355848e-01
1.394171e+03, 7.643428e-01, 6.268603e-05, 2.355945e-01
1.394240e+03, 7.643332e-01, 6.268189e-05, 2.356041e-01
1.394309e+03, 7.643236e-01, 6.267776e-05, 2.356137e-01
1.394377e+03, 7.643140e-01, 6.267363e-05, 2.356233e-01
1.394446e+03, 7.643044e-01, 6.266949e-05, 2.356330e-01
1.394515e+03, 7.642947e-01, 6.266536e-05, 2.356426e-01
1.394584e+03, 7.642851e-01, 6.266123e-05, 2.356522e-01
1.394652e+03, 7.642755e-01, 6.265709e-05, 2.356619e-01
1.394721e+03, 7.642658e-01, 6.265296e-05, 2.356715e-01
1.394790e+03, 7.642562e-01, 6.264882e-05, 2.356812e-01
1.394858e+03, 7.642466e-01, 6.264469e-05, 2.356908e-01
1.394927e+03, 7.642369e-01, 6.264055e-05, 2.357004e-01
1.394996e+03, 7.642273e-01, 6.263642e-05, 2.357101e-01
1.395065e+03, 7.642177e-01, 6.263232e-05, 2.357197e-01
1.395133e+03, 7.642080e-01, 6.262823e-05, 2.357293e-01
1.395202e+03, 7.641984e-01, 6.262413e-05, 2.357390e-01
1.395271e+03, 7.641888e-01, 6.262003e-05, 2.357486e-01
1.395339e+03, 7.641792e-01, 6.261594e-05, 2.357582e-01
1.395408e+03, 7.641695e-01, 6.261184e-05, 2.357678e-01
1.395477e+03, 7.641599e-01, 6.260775e-05, 2.357775e-01
1.395545e+03, 7.641503e-01, 6.260365e-05, 2.357871e-01
1.395614e+03, 7.641406e-01, 6.259956e-05, 2.357968e-01
1.395683e+03, 7.641310e-01, 6.259546e-05, 2.358064e-01
1.395752e+03, 7.641214e-01, 6.259136e-05, 2.358160e-01
1.395820e+03, 7.641117e-01, 6.258727e-05, 2.358257e-01
1.395889e+03, 7.641021e-01, 6.258317e-05, 2.358353e-01
1.395958e+03, 7.640925e-01, 6.257907e-05, 2.358450e-01
1.396026e+03, 7.640828e-01, 6.257498e-05, 2.358546e-01
1.396095e+03, 7.640732e-01, 6.257088e-05, 2.358643e-01
1.396164e+03, 7.640635e-01, 6.256678e-05, 2.358739e-01
1.396233e+03, 7.640539e-01, 6.256268e-05, 2.358835e-01
1.396301e+03, 7.640442e-01, 6.255859e-05, 2.358932e-01
1.396370e+03, 7.640346e-01, 6.255449e-05, 2.359028e-01
1.396439e+03, 7.640250e-01, 6.255039e-05, 2.359125e-01
1.396507e+03, 7.640153e-01, 6.254629e-05, 2.359222e-01
1.396576e+03, 7.640057e-01, 6.254219e-05, 2.359318e-01
1.396645e+03, 7.639960e-01, 6.253809e-05, 2.359415e-01
1.396713e+03, 7.639863e-01, 6.253400e-05, 2.359511e-01
1.396782e+03, 7.639767e-01, 6.252990e-05, 2.359608e-01
1.396851e+03, 7.639670e-01, 6.252580e-05, 2.359704e-01
1.396920e+03, 7.639574e-01, 6.252170e-05, 2.359801e-01
1.396988e+03, 7.639477e-01, 6.251760e-05, 2.359898e-01
1.397057e+03, 7.639381e-01, 6.251350e-05, 2.359994e-01
1.397126e+03, 7.639284e-01, 6.250940e-05, 2.360091e-01
1.397194e+03, 7.639187e-01, 6.250530e-05, 2.360188e-01
1.397263e+03, 7.639091e-01, 6.250120e-05, 2.360284e-01
1.397332e+03, 7.638994e-01, 6.249710e-05, 2.360381e-01
1.397401e+03, 7.638897e-01, 6.249300e-05, 2.360478e-01
1.397469e+03, 7.638801e-01, 6.248890e-05, 2.360574e-01
1.397538e+03, 7.638704e-01, 6.248482e-05, 2.360671e-01
1.397607e+03, 7.638608e-01, 6.248076e-05, 2.360768e-01
1.397675e+03, 7.638511e-01, 6.247671e-05, 2.360864e-01
1.397744e+03, 7.638415e-01, 6.247265e-05, 2.360961e-01
1.397813e+03, 7.638318e-01, 6.246859e-05, 2.361057e-01
1.397881e+03, 7.638221e-01, 6.246453e-05, 2.361154e-01
1.397950e+03, 7.638125e-01, 6.246047e-05, 2.361251e-01
1.398019e+03, 7.638028e-01, 6.245641e-05, 2.361347e-01
1.398088e+03, 7.637932e-01, 6.245235e-05, 2.361444e-01
1.398156e+03, 7.637835e-01, 6.244829e-05, 2.361541e-01
1.398225e+03, 7.637738e-01, 6.244423e-05, 2.361637e-01
1.398294e+03, 7.637642e-01, 6.244017e-05, 2.361734e-01
1.398362e+03, 7.637545e-01, 6.243611e-05, 2.361831e-01
1.398431e+03, 7.637448e-01, 6.243205e-05, 2.361928e-01
1.398500e+03, 7.637351e-01, 6.242799e-05, 2.362024e-01
1.398569e+03, 7.637255e-01, 6.242393e-05, 2.362121e-01
1.398637e+03, 7.637158e-01, 6.241987e-05, 2.362218e-01
1.398706e+03, 7.637061e-01, 6.241581e-05, 2.362315e-01
1.398775e+03, 7.636965e-01, 6.241175e-05, 2.362411e-01
1.398843e+03, 7.636868e-01, 6.240769e-05, 2.362508e-01
1.398912e+03, 7.636771e-01, 6.240362e-05, 2.362605e-01
1.398981e+03, 7.636674e-01, 6.239956e-05, 2.362702e-01
1.399050e+03, 7.636577e-01, 6.239550e-05, 2.362799e-01
1.399118e+03, 7.636481e-01, 6.239144e-05, 2.362896e-01
1.399187e+03, 7.636384e-01, 6.238738e-05, 2.362992e-01
1.399256e+03, 7.636287e-01, 6.238332e-05, 2.363089e-01
1.399324e+03, 7.636190e-01, 6.237925e-05, 2.363186e-01
1.399393e+03, 7.636093e-01, 6.237519e-05, 2.363283e-01
1.399462e+03, 7.635996e-01, 6.237113e-05, 2.363380e-01
1.399530e+03, 7.635899e-01, 6.236706e-05, 2.363477e-01
1.399599e+03, 7.635802e-01, 6.236300e-05, 2.363574e-01
1.399668e+03, 7.635706e-01, 6.235894e-05, 2.363671e-01
1.399737e+03, 7.635609e-01, 6.235488e-05, 2.363768e-01
1.399805e+03, 7.635512e-01, 6.235081e-05, 2.363865e-01
1.399874e+03, 7.635415e-01, 6.234675e-05, 2.363962e-01
1.399943e+03, 7.635318e-01, 6.234268e-05, 2.364059e-01
1.400011e+03, 7.635221e-01, 6.233863e-05, 2.364156e-01
1.400080e+03, 7.635124e-01, 6.233460e-05, 2.364253e-01
1.400149e+03, 7.635027e-01, 6.233058e-05, 2.364350e-01
1.400218e+03, 7.634930e-01, 6.232655e-05, 2.364446e-01
1.400286e+03, 7.634833e-01, 6.232252e-05, 2.364543e-01
1.400355e+03, 7.634737e-01, 6.231850e-05, 2.364640e-01
1.400424e+03, 7.634640e-01, 6.231447e-05, 2.364737e-01
1.400492e+03, 7.634543e-01, 6.231044e-05, 2.364834e-01
1.400561e+03, 7.634446e-01, 6.230642e-05, 2.364931e-01
1.400630e+03, 7.634349e-01, 6.230239e-05, 2.365028e-01
1.400698e+03, 7.634252e-01, 6.229836e-05, 2.365125e-01
1.400767e+03, 7.634155e-01, 6.229434e-05, 2.365222e-01
1.400836e+03, 7.634058e-01, 6.229031e-05, 2.365319e-01
1.400905e+03, 7.633961e-01, 6.228628e-05, 2.365416e-01
1.400973e+03, 7.633864e-01, 6.228225e-05, 2.365513e-01
1.401042e+03, 7.633767e-01, 6.227823e-05, 2.365610e-01
1.401111e+03, 7.633670e-01, 6.227420e-05, 2.365707e-01
1.401179e+03, 7.633573e-01, 6.227017e-05, 2.365804e-01
1.401248e+03, 7.633476e-01, 6.226614e-05, 2.365902e-01
1.401317e+03, 7.633379e-01, 6.226211e-05, 2.365999e-01
1.401386e+03, 7.633282e-01, 6.225808e-05, 2.366096e-01
1.401454e+03, 7.633185e-01, 6.225405e-05, 2.366193e-01
1.401523e+03, 7.633087e-01, 6.225003e-05, 2.366290e-01
1.401592e+03, 7.632990e-01, 6.224600e-05, 2.366387e-01
1.401660e+03, 7.632893e-01, 6.224197e-05, 2.366484e-01
1.401729e+03, 7.632796e-01, 6.223794e-05, 2.366582e-01
1.401798e+03, 7.632699e-01, 6.223391e-05, 2.366679e-01
1.401866e+03, 7.632602e-01, 6.222988e-05, 2.366776e-01
1.401935e+03, 7.632505e-01, 6.222585e-05, 2.366873e-01
1.402004e+03, 7.632407e-01, 6.222182e-05, 2.366970e-01
1.402073e+03, 7.632310e-01, 6.221779e-05, 2.367068e-01
1.402141e+03, 7.632213e-01, 6.221376e-05, 2.367165e-01
1.402210e+03, 7.632116e-01, 6.220973e-05, 2.367262e-01
1.402279e+03, 7.632019e-01, 6.220570e-05, 2.367359e-01
1.402347e+03, 7.631921e-01, 6.220167e-05, 2.367457e-01
1.402416e+03, 7.631824e-01, 6.219763e-05, 2.367554e-01
1.402485e+03, 7.631727e-01, 6.219360e-05, 2.367651e-01
1.402554e+03, 7.631630e-01, 6.218960e-05, 2.367749e-01
1.402622e+03, 7.631532e-01, 6.218561e-05, 2.367846e-01
1.402691e+03, 7.631435e-01, 6.218162e-05, 2.367943e-01
1.402760e+03, 7.631338e-01, 6.217763e-05, 2.368040e-01
1.402828e+03, 7.631241e-01, 6.217364e-05, 2.368137e-01
1.402897e+03, 7.631144e-01, 6.216965e-05, 2.368235e-01
1.402966e+03, 7.631047e-01, 6.216566e-05, 2.368332e-01
1.403035e+03, 7.630949e-01, 6.216167e-05, 2.368429e-01
1.403103e+03, 7.630852e-01, 6.215768e-05, 2.368526e-01
1.403172e+03, 7.630755e-01, 6.215369e-05, 2.368624e-01
1.403241e+03, 7.630658e-01, 6.214970e-05, 2.368721e-01
1.403309e+03, 7.630560e-01, 6.214570e-05, 2.368818e-01
1.403378e+03, 7.630463e-01, 6.214171e-05, 2.368916e-01
1.403447e+03, 7.630366e-01, 6.213772e-05, 2.369013e-01
1.403515e+03, 7.630268e-01, 6.213373e-05, 2.369110e-01
1.403584e+03, 7.630171e-01, 6.212974e-05, 2.369208e-01
1.403653e+03, 7.630074e-01, 6.212574e-05, 2.369305e-01
1.403722e+03, 7.629976e-01, 6.212175e-05, 2.369402e-01
1.403790e+03, 7.629879e-01, 6.211776e-05, 2.369500e-01
1.403859e+03, 7.629782e-01, 6.211376e-05, 2.369597e-01
1.403928e+03, 7.629684e-01, 6.210977e-05, 2.369695e-01
1.403996e+03, 7.629587e-01, 6.210578e-05, 2.369792e-01
1.404065e+03, 7.629489e-01, 6.210178e-05, 2.369890e-01
1.404134e+03, 7.629392e-01, 6.209779e-05, 2.369987e-01
1.404203e+03, 7.629295e-01, 6.209380e-05, 2.370084e-01
1.404271e+03, 7.629197e-01, 6.208980e-05, 2.370182e-01
1.404340e+03, 7.629100e-01, 6.208581e-05, 2.370279e-01
1.404409e+03, 7.629002e-01, 6.208181e-05, 2.370377e-01
1.404477e+03, 7.628905e-01, 6.207782e-05, 2.370474e-01
1.404546e+03, 7.628807e-01, 6.207383e-05, 2.370572e-01
1.404615e+03, 7.628710e-01, 6.206983e-05, 2.370669e-01
1.404683e+03, 7.628612e-01, 6.206584e-05, 2.370767e-01
1.404752e+03, 7.628515e-01, 6.206184e-05, 2.370865e-01
1.404821e+03, 7.628417e-01, 6.205785e-05, 2.370962e-01
1.404890e+03, 7.628320e-01, 6.205385e-05, 2.371060e-01
1.404958e+03, 7.628222e-01, 6.204985e-05, 2.371157e-01
1.405027e+03, 7.628125e-01, 6.204587e-05, 2.371255e-01
1.405096e+03, 7.628027e-01, 6.204191e-05, 2.371352e-01
1.405164e+03, 7.627930e-01, 6.203796e-05, 2.371450e-01
1.405233e+03, 7.627832e-01, 6.203400e-05, 2.371547e-01
1.405302e+03, 7.627735e-01, 6.203004e-05, 2.371645e-01
1.405371e+03, 7.627637e-01, 6.202608e-05, 2.371742e-01
1.405439e+03, 7.627540e-01, 6.202212e-05, 2.371840e-01
1.405508e+03, 7.627442e-01, 6.201816e-05, 2.371938e-01
1.405577e+03, 7.627345e-01, 6.201420e-05, 2.372035e-01
1.405645e+03, 7.627247e-01, 6.201024e-05, 2.372133e-01
1.405714e+03, 7.627150e-01, 6.200628e-05, 2.372230e-01
1.405783e+03, 7.627052e-01, 6.200232e-05, 2.372328e-01
1.405851e+03, 7.626955e-01, 6.199836e-05, 2.372425e-01
1.405920e+03, 7.626857e-01, 6.199440e-05, 2.372523e-01
1.405989e+03, 7.626759e-01, 6.199044e-05, 2.372621e-01
